Country,Date,Currency(USD)*1000
Singapore,2022-10-25,705.9155724975292
Singapore,2022-10-26,711.5411982353779
Singapore,2022-10-27,710.4795737122558
Singapore,2022-10-28,707.9144839303411
Singapore,2022-10-31,706.6638400113065
Singapore,2022-11-01,706.7137809187279
Singapore,2022-11-02,707.8643731860975
Singapore,2022-11-03,703.284337857796
Singapore,2022-11-04,710.6310403638431
Singapore,2022-11-07,712.5044531528322
Singapore,2022-11-08,715.8196134574088
Singapore,2022-11-09,713.9797229758674
Singapore,2022-11-10,721.6569242981888
Singapore,2022-11-11,724.9791568492406
Singapore,2022-11-14,728.3321194464676
Singapore,2022-11-15,729.9802905321558
Singapore,2022-11-16,729.6074711805048
Singapore,2022-11-17,726.0055176419341
Singapore,2022-11-18,728.1730139081046
Singapore,2022-11-21,723.3273056057866
Singapore,2022-11-22,724.952878062926
Singapore,2022-11-23,724.952878062926
Singapore,2022-11-24,725.9001161440186
Singapore,2022-11-25,726.8498328245386
Singapore,2022-11-28,726.6913741733885
Singapore,2022-11-29,727.6961141027506
Singapore,2022-11-30,730.887297178775
Singapore,2022-12-01,738.1163271331562
Singapore,2022-12-02,739.863865048831
Singapore,2022-12-05,737.0826269624825
Singapore,2022-12-06,736.5939893930465
Singapore,2022-12-07,737.7895824110964
Singapore,2022-12-08,739.1529307413704
Singapore,2022-12-09,740.4664938911513
Singapore,2022-12-12,738.1708127260648
Singapore,2022-12-13,742.3904974016333
Singapore,2022-12-14,742.2251911229868
